name,symbol,category,chains,tvl,change_1d,change_7d,change_30d
PulseChain Bridge,-,Canonical Bridge,Ethereum,48115366.650867134,-0.032165462864711,-3.0466422286692563,0.0
Pulsechain,PLS,Chain,Ethereum,48108380.634344116,0.0315377721376251,-3.118894560096166,0.0
Frax,FRAX,Algo-Stables,Ethereum,47809608.3364008,0.08947044485316269,-4.627180093946137,0.0
LiNEAR Protocol,LNR,Liquid Staking,Near,47472925.48629544,-0.6875558702158457,-16.554776551766963,0.0
Moonwell Lending,WELL,Lending,"Base, Optimism, Ethereum, Moonbeam",47235648.51410711,3.843611404112906,0.43074712734055254,0.0
Figure Markets Democratized Prime,-,RWA Lending,Provenance,47184906.11244976,0.03995006299743409,-0.022964846076348522,0.0
Gate US,GT,CEX,"Ethereum, Solana, Bitcoin, Tron, Ripple, Doge, Sui, Binance, Near, Litecoin, Base, Cardano, Arbitrum, Injective, Algorand, Optimism, Stellar, Aptos, Stacks, Linea, Celo, Mantle, Plasma, CORE, Cronos, Hyperliquid L1, Scroll, ApeChain, Bitlayer, ZetaChain, Sei, Starknet, Metis, Klaytn, Manta",47079100.02817153,1.2291794126564497,-5.135465577613488,0.0
STKESOL by SOL Strategies,-,Liquid Staking,Solana,46456990.52156164,8.30669237591286,3.2197297434457965,0.0
Blast Bridge,BLAST,Canonical Bridge,Ethereum,46281310.97589482,1.0920272743349102,-7.942138619316168,0.0
Tori Finance,-,Basis Trading,Ethereum,46034413.56490777,0.393371782038642,,0.0
Grvt Bridge,GRVT,Bridge,Ethereum,45828358.502717026,-2.355362716560961,-7.191540582337026,0.0
Team Finance,SWAP,Token Locker,"Ethereum, Binance, Base, Avalanche, Polygon, Pulse, Arbitrum, Blast, Cronos, Fantom, Odyssey, Kava, Flare, Klaytn, Mantle, LUKSO, Berachain",45710188.50650269,,,0.0
Meta Pool Near,MPDAO,Liquid Staking,"Near, Aurora",45587081.669749625,2.1386995369715436,-16.270331659740663,0.0
SpringSui,-,Liquid Staking,Sui,45445254.421906345,6.39460259450351,3.882886816072869,0.0
Kinetiq Earn,-,Yield Aggregator,Hyperliquid L1,45391584.27350918,1.4638946980844736,-11.913561897194938,0.0
Echo Lending,-,Lending,Aptos,45169518.80762349,0.4908998274026857,-5.561362263596152,0.0
Coin8,-,CEX,"Bitcoin, Ethereum, Binance, Tron, Polygon, Arbitrum, Solana, Ripple, Avalanche",44993037.71034647,2.059205786756337,-4.685182107678344,0.0
PumpBTC,-,Bridge,"Bitcoin, Binance, Ethereum, Base, Arbitrum, Sei, Mantle, BOB",44789282.34350078,0.3606413766126906,-5.0503696030726815,0.0
Poly Network,-,Bridge,"Ethereum, Binance, NEO, Heco, Neo3, Boba, Fantom, Kava, Metis, Arbitrum, Polygon, xDai, Avalanche, Optimism, Celo, Astar, Starcoin, Hoo, CLV, Ontology, Carbon, OKExChain, Zilliqa, Oasis, Bytomsidechain, Harmony, Kucoin, Conflux, Aptos, Bitgert, Dexit",44728247.74000001,,,0.0
tzBTC,-,Bridge,Bitcoin,44687965.98469801,2.650000137289396,-5.350554900823397,0.0
Sanctum Reserve,CLOUD,Yield,Solana,44518058.38839898,8.618429706367763,3.010435355613609,0.0
Flux Finance,-,Lending,Ethereum,44200673.5590592,0.006714329533537011,0.41518974684839804,0.0
Aquarius Stellar,AQUA,Dexs,Stellar,44091181.71789746,-1.2290370590944093,-5.01789349873421,0.0
AlphaPing,-,Risk Curators,Ethereum,43585273.30797467,-0.8796918649463805,-55.81973302942761,0.0
Chutes,-,Decentralized AI,Bittensor,43474954.73252597,3.102683337989646,2.3064415187147915,0.0
Chiliz Governance Staking,-,Chain,Chiliz,42698506.78944647,4.268565012350194,-16.89560405976144,0.0
JupUSD,JUP,Basis Trading,Solana,42521015.9945026,1.525198641460861,-7.841495390472602,0.0
Puffer Stake,PUFFER,Liquid Restaking,Ethereum,42312357.30243439,3.568135298761433,-7.651548403572377,0.0
Realms,EPCT,Governance Incentives,Solana,42255282.694074295,0,0,0.0
Brickken,BKN,RWA,"Binance, Ethereum, Base, Avalanche, Polygon",42166562.46685137,0.0029719867645496834,-0.05278394420081156,0.0
NEOPIN Staking,NPT,Staking Pool,"Klaytn, Tron",42064906.58823285,4.166523273200525,-2.661552781961902,0.0
Starknet BTC Staking,-,Staking Pool,Starknet,41781096.5330776,0.8661140986861113,-5.499872941408668,0.0
Project X,-,Dexs,Hyperliquid L1,41696772.30548712,0.24990548811867086,-10.212774071918616,0.0
Meteora vaults,MET,Yield Aggregator,Solana,41613880.49542216,5.920058135935875,2.912247381824514,0.0
Ink Bridge,-,Canonical Bridge,Ethereum,41451558.47225703,3.609452518486208,-5.381645754776969,0.0
Tangible RWA,TNGBL,RWA,"Polygon, Arbitrum, Optimism, re.al, Ethereum, Base",41402024.37397386,0.09633603074030361,-0.2362763432866899,0.0
Vesper,VSP,Yield Aggregator,"Ethereum, Base, Optimism, Avalanche, Polygon",41051440.67786,1.107298466589441,-3.199731132509072,0.0
Neverland,DUST,Lending,Monad,40950514.471481845,2.9133078382301676,1.0185388661856791,0.0
StandX Bridge,-,Canonical Bridge,"Binance, Solana",40905955.870023504,-0.03771100690535434,-3.886333359856593,0.0
AO Bridge,AO,Canonical Bridge,Ethereum,40342112.72993624,0.7932859605420504,-8.734661600729169,0.0
Sierra Protocol,SIERRA,Yield,Avalanche,40226880.78680919,0.5285983411715449,3.881938474327356,0.0
Kinetiq kmHYPE,-,Liquid Staking,Hyperliquid L1,40143626.06254348,1.9787030286691447,-10.151170592141426,0.0
BULK,-,Derivatives,Solana,39657934.24764372,0.2536573138405771,-2.378531915951285,0.0
Block Analitica,-,Risk Curators,"Base, Ethereum, Arbitrum, Sonic",39565675.028158665,1.9766133883971833,-1.4565997518250668,0.0
Rhea Lend,RHEA,Lending,Near,39505373.71999733,-52.020340958459265,-13.462398161704755,0.0
Tulipa Capital,-,Risk Curators,"Ethereum, TAC, Berachain, Avalanche, Monad, BOB, Binance, Base",39285721.77702683,1.3992285613715154,-5.694440740846446,0.0
Gami Labs,-,Risk Curators,"Ethereum, Stellar, Flare, Base, Avalanche, Hemi",39082632.44907047,1.1080030159515957,32.65145056638178,0.0
Zircuit Staking,-,Farm,"Ethereum, Zircuit",38631209.1465662,1.406512251943795,-8.669336073034984,0.0
Reserve Protocol,RSR,Indexes,"Ethereum, Base, Arbitrum, Binance",38536190.7488906,0.24092471367926294,-2.7950014205236755,0.0
Bucket Farm,-,Farm,Sui,37981837.74792359,,,0.0
Felix CDP,-,CDP,Hyperliquid L1,37945597.28679735,1.8144428514244737,-7.963342741576469,0.0
Meteora DAMM V1,MET,Dexs,Solana,37862522.24657377,4.524969798595976,15.666754822813715,0.0
dYdX V3,DYDX,Derivatives,Ethereum,37332927.507266186,-2.607422244376707,-3.3739656278296195,0.0
Valdora Finance,-,Liquid Staking,ZIGChain,37262754.83711315,1.1693074053888068,16.984341612962893,0.0
Multichain,MULTI,Bridge,"Binance, Ethereum, Polygon, Arbitrum, Optimism, Avalanche, Klaytn, Fantom, Cronos, Kucoin, Polygon zkEVM, Harmony, Arbitrum Nova, OKExChain, Dogechain, Moonbeam, IoTeX, Bittorrent, Kava, Velas, Fuse, DFK, Metis, Moonriver, xDai, Telos, Celo, Aurora, Kardia, Heco, CLV, Cube, Milkomeda, Milkomeda A1, Evmos, Fusion, GodwokenV1, RSK, Hoo, TomoChain, ThunderCore, Boba, Astar, Conflux, Ronin, smartBCH, EthereumPoW, Oasis, REI, EthereumClassic, Syscoin, Bitgert, OntologyEVM, Shiden",37115258.6878824,1.8021620795128968,-2.7247537273834865,0.0
GMTrade,-,Derivatives,Solana,36194864.69938357,-5.310751726481726,-3.613861253533969,0.0
Lombard Vaults,BARD,Onchain Capital Allocator,"Ethereum, Base, Binance, Sonic, Corn",36087329.3527313,2.24118806690376,-9.608556491055324,0.0
Aera V2,-,Onchain Capital Allocator,"Ethereum, Base, Polygon, Arbitrum",35990923.156078175,1.614457391664061,-1.4147536487212022,0.0
Makina,-,Onchain Capital Allocator,Ethereum,35918399.03066571,0.34362131634783566,-2.1971705857185384,0.0
Aegis YUSD,-,Basis Trading,"Ethereum, Binance",35747535.351236634,-0.014774808014223595,-0.513350179744549,0.0
SushiSwap V3,SUSHI,Dexs,"Ethereum, Katana, Base, Polygon, Arbitrum, Hemi, RSK, Filecoin, ThunderCore, Optimism, xDai, Binance, Scroll, Avalanche, Linea, Europa, Arbitrum Nova, Polygon zkEVM, Sonic, CORE, Metis, Blast, Fantom, ZetaChain, Moonriver, Kava, Fuse, Bittorrent, Moonbeam",35408936.54940797,1.87889485336936,-5.292561112422831,0.0
YO Protocol,YO,Yield Aggregator,"Base, Ethereum, Arbitrum, Solana",35315000.02140441,1.7914307042777011,-4.148015268698828,0.0
Resupply,RSUP,Lending,Ethereum,35042191.57582643,0.03265818535037113,-1.248721171664215,0.0
Byte Exchange,-,CEX,"Bitcoin, Ethereum",34426280.241012484,0.8983938462204861,-4.19846584538773,0.0
Mantle Restaking,-,Liquid Restaking,Ethereum,34016640.73418429,2.8431485321064542,-7.880340116669544,0.0
Gain,-,Onchain Capital Allocator,Ethereum,33790871.06253783,-3.3060032205977734,-12.202948655118192,0.0
Veno Finance,VNO,Liquid Staking,"Cronos, Ethereum, Cronos zkEVM, zkSync Era",33786795.33812737,1.0526637697889214,-5.65589575044838,0.0
Noon,-,Yield,"Ethereum, TAC, zkSync Era, Sophon",33719606.30804495,-0.2592401659647976,-0.5461117511546547,0.0
BitKan,KAN,CEX,"Ethereum, Bitcoin, Solana, Tron, Polygon, Binance",33587095.93599891,0.001375238696539327,-0.6150352768225673,0.0
Flipster,-,CEX,"Ethereum, Binance, Bitcoin, Tron, Aptos, Arbitrum, TON, Klaytn, Solana, Stable, Base, Optimism, Ripple, Polygon, Sui, Cosmos, Algorand, Avalanche, Near, Sonic, Celo, Blast",33494889.246227656,3.6067580884843125,-1.9879144850965247,0.0
Rysk V12,-,Options,Hyperliquid L1,33247880.505783796,-36.09306517012889,-24.928419193145274,0.0
Plasma Saving Vaults,-,Onchain Capital Allocator,Plasma,33181954.017604947,-0.04486912298172285,-3.6015645312500197,0.0
Scroll Bridge,-,Canonical Bridge,Ethereum,32896356.581785098,2.566866291200114,-4.564863654491191,0.0
Native Credit Pool,-,Lending,"Ethereum, Binance, Arbitrum, Base, Monad",32783115.770385932,-1.2919738278913542,4.096308242624417,0.0
Kinetic,JOULE,Lending,Flare,32775461.41377729,2.288172874775867,-7.631468777748367,0.0
SuiBridge,-,Canonical Bridge,Ethereum,32738905.67177429,1.5037828576951,-4.308460107284574,0.0
Apex Omni,-,Derivatives,"Ethereum, Arbitrum, Binance, Base, Mantle",32585300.34523347,0.18042019830129163,-1.1227278164287497,0.0
Altura,-,Liquidity Manager,Hyperliquid L1,32384611.963452253,-0.013364209091562884,-17.310860433640997,0.0
Sonic Gateway,-,Canonical Bridge,Ethereum,32322058.12810078,2.71764573911328,-30.21254083529142,0.0
OrangeX,-,CEX,"Bitcoin, Ethereum",32038008.798431847,2.2826526124559763,-5.129679036746069,0.0
MoneyOnChain,MOC,Dual-Token Stablecoin,RSK,31795994.438742593,2.3586361549006227,-5.8567339372742,0.0
Meteora DAMM V2,MET,Dexs,Solana,31560597.702531114,30.95614983408558,28.82645876167541,0.0
Avantis,AVNT,Derivatives,Base,31518424.768835958,-3.399083647006222,-5.219126140641279,0.0
marginfi Lending,-,Lending,Solana,31227026.137536928,5.712603014404834,1.243672560284125,0.0
Fusion by IPOR,-,Yield Aggregator,"Ethereum, Base, Arbitrum, Avalanche, TAC, Plasma, Unichain, Katana, Ink",31186443.493993796,2.3337640449524883,-1.6537944773634337,0.0
SushiSwap,SUSHI,Dexs,"Ethereum, Polygon, Arbitrum, Base, Boba, xDai, Binance, Moonriver, Celo, Arbitrum Nova, Avalanche, Harmony, Fantom, Fuse, Scroll, OKExChain, Optimism, Katana, Filecoin, Linea, RSK, CORE, Palm, Moonbeam, Polygon zkEVM, Hemi, Bittorrent, Blast, Telos, Europa, ZetaChain, ThunderCore, Sonic, Metis, Kava, HAQQ, Heco, Boba_Bnb",30729491.655423824,2.0731659492048635,-5.639859161820979,0.0
Spectra V2,SPECTRA,Yield,"Hemi, Flare, Katana, Avalanche, Ethereum, Base, Sonic, Hyperliquid L1, Binance, Optimism, Arbitrum, Monad",30619041.061588053,1.8927512195605658,-2.6022890804685233,0.0
AUTOfinance,TOKE,Yield,"Ethereum, Base, Arbitrum, Monad, Plasma, Sonic",30511463.341414053,-2.3155762305391647,-3.715148145786358,0.0
Avalon Superearn,-,Yield,Ethereum,30490547.446572073,0.0495217361707887,0.1119993994937829,0.0
TermMax,-,Lending,"Ethereum, Base, Binance, X Layer, Berachain, Arbitrum, Hyperliquid L1, BSquared",30214237.128259674,-0.1427720754415276,-7.556909851098553,0.0
Zoo Finance,-,Yield,"Binance, Story, Sei, Arbitrum, Base, Berachain",29670525.19529695,-7.2911511203855355,-2.400151179986139,0.0
Origin Ether,-,Liquid Staking,"Ethereum, Base, Plume Mainnet",29649937.864874933,6.092824233613541,-7.097509263301447,0.0
XION Finance,-,Chain,XION,29459274.259183027,1.0277029863681832,13.221299647384825,0.0
OpenEden USDO,-,RWA,"Ripple, Ethereum, Polygon, Binance, Base, Arbitrum",29435914.006722637,0.21318258940593182,-2.3418052301982755,0.0
Rain,RAIN,Prediction Market,Arbitrum,29387645.3395007,0.23543794642466764,8.845322517669501,0.0
Zama,ZAMA,Privacy,Ethereum,29185520.660278037,14.715587475763272,50.88868815180555,0.0
40 Acres,-,Lending,"Base, Optimism, Avalanche",29169357.759849306,0.5966203077404657,2511.6509315137923,0.0
Moonlander,MLP,Derivatives,"Cronos, Cronos zkEVM",28984095.381022744,-2.9824046400097757,-3.4093808276843447,0.0
Alpaca Leveraged Yield Farming,ALPACA,Leveraged Farming,"Binance, Fantom",28809704.168177724,2.044138174389559,-1.9769715911970849,0.0
Alchemix V3,ALCX,Synthetics,"Ethereum, Optimism, Arbitrum",28660350.921185594,2.8874188090405255,-5.799735579684011,0.0
Decibel,-,Derivatives,Aptos,28620873.521035656,-0.1268145206314557,-3.389599786639536,0.0
Lisk Bridge,LISK,Canonical Bridge,Ethereum,28496832.688013997,9.147849415735763,-0.5879326185131646,0.0
STON.fi,STON,Dexs,TON,28395082.85974415,0.19768256128769224,-0.12230366697698969,0.0
XRPL DEX,-,Dexs,Ripple,28375818.691794757,4.249337548473477,-7.257691300853182,0.0
Hydration Lending,HDX,Lending,HydraDX,28336101.140019096,3.1586510016473426,0.14791711190812862,0.0
MetalX Lending,LOAN,Lending,Proton,28316664.294058356,2.8487563942851892,-8.100038029163215,0.0
BigONE,-,CEX,"Bitcoin, Ethereum, Tron, Solana",28125446.798564143,4.114882086811207,-12.598014466611033,0.0
Hemi Staking,HEMI,Farm,Hemi,27783841.168703374,0.8376715308551184,-7.7631932341582655,0.0
vfat.io,-,Yield Aggregator,"Base, Ethereum, Arbitrum, Ink, Optimism, Binance, Avalanche, Sonic, Polygon, Hemi, Unichain, Katana, Linea, Fraxtal, Lisk, Mode, Mantle, Fantom",27762395.725788448,1.8643364835420044,0.17007721995668135,0.0
Pacifica Perps,-,Derivatives,Solana,27603346.501239933,0.2877196348199931,0.5186231009370204,0.0
Balancer V2,BAL,Dexs,"Ethereum, Polygon, Arbitrum, Base, xDai, Avalanche, Polygon zkEVM, Mode, Fraxtal",27571555.59974848,6.626967339394895,6.474408350629531,0.0
Liminal Basis,-,Basis Trading,Hyperliquid L1,27043552.686666593,-0.9448564740210372,-1.2839861823553633,0.0
Hyperbeat Earn,-,Yield Aggregator,Hyperliquid L1,26991810.053355984,-1.1347098797715205,-3.4191115927673366,0.0
Stakee,-,Liquid Staking,TON,26494628.699212153,0.807194879177132,1.8726300530550475,0.0
Manta CeDeFi,-,Basis Trading,Manta,26419763.92549181,0.11461868983498391,-0.2818827341233998,0.0
Clearpool TPOOL,CPOOL,RWA,"Flare, Ethereum",26298888.164779205,0.020684783838433418,0.9128420522152254,0.0
Haedal Protocol,HAEDAL,Liquid Staking,Sui,26133832.48910545,5.766653400901561,-1.595714332049326,0.0
D2 Finance,-,Onchain Capital Allocator,"Arbitrum, Hyperliquid L1, Base, Berachain, Ethereum",26061027.089536756,0.6434272149212177,-2.230375232798636,0.0
GoPlus Locker V3,GPS,Token Locker,"Binance, Base, Ethereum, Arbitrum",25952987.412564125,1.4259877171892015,-3.050472610197957,0.0
Metis Bridge,METIS,Canonical Bridge,Ethereum,25767343.008713063,-0.5114098028688261,-10.808095162479347,0.0
IDEX V1,IDEX,Dexs,Ethereum,25349605.221263405,3.5604621789958344,-7.417419444620947,0.0
SunX Bridge,SUN,Bridge,"Tron, Ethereum, Binance, Arbitrum",25084147.81866691,0.31576913085325486,-1.1038877303618904,0.0
Abstract,-,Chain,Ethereum,24981142.36915448,3.7327332651379237,-7.765194133760673,0.0
GLIF,GLF,Liquid Staking,"Filecoin, Base",24915057.468686458,5.613042211890914,-5.962342247456604,0.0
Hydration DEX,HDX,Dexs,HydraDX,24665765.71119394,1.5459661506133529,-5.649957003009575,0.0
Extra Finance Leverage Farming,EXTRA,Leveraged Farming,"Base, Optimism, Berachain",24555761.941154134,1.3415632123275714,-4.601203525384236,0.0
Nucleus,-,Yield Aggregator,"Plume Mainnet, Ethereum, Arbitrum, Swellchain",24537738.376339696,0.13095788713808076,-3.4125187428562356,0.0
Cetus CLMM,CETUS,Dexs,"Sui, Aptos",24326433.041099697,0.28882031311002265,-5.45274157172625,0.0
WEMIX.FI Staking,-,Staking Pool,WEMIX,24276570.355243076,0.5206119542921641,-1.0791046508042967,0.0
Paradex Bridge,-,Bridge,Ethereum,24239276.13823714,-2.0193732308545123,-3.373729383923049,0.0
Infrared Finance,IR,Liquid Staking,Berachain,24017207.22852373,2.5345861019858944,-8.641385751948746,0.0
Hakutora,-,Risk Curators,Ethereum,23944670.760559432,0.0409748850732683,-0.5565399227445766,0.0
GoldFinger,ART,RWA,Binance,23879701.862799495,-0.08140627979446435,,0.0
Ring Few,-,Bridge,"Ethereum, Binance, Hyperliquid L1, Blast, Base, Arbitrum",23840076.261513896,3.408122072687462,-6.541353783562371,0.0
Vaulta REX,EOS,Lending,EOS,23833859.369112786,1.6254263010796706,-6.983363053234001,0.0
Zoomex,-,CEX,"Ethereum, Ripple, Arbitrum, Binance, Tron, Solana, Base, Optimism, Bitcoin, Polygon, Mantle, EOS, Doge, Sonic",23820614.67879568,2.070773074820991,-9.248225515590093,0.0
Sygnum FIUSD Liquidity Fund,-,RWA,zkSync Era,23784660.2658,0.030018220556769393,0.06979075356399278,0.0
Ethereal DEX,USDe,Derivatives,Ethereal,23748020.287418026,-0.8729458252358313,-2.6052210031471077,0.0
MatrixDock STBT,-,RWA,Ethereum,23739793.702957764,2.8904082289296014,0.4932187736242497,0.0
Asseto AoABT,-,RWA,"Avalanche, HashKey Chain",23590487.57376057,0,-0.914269991433116,0.0
wTAO,-,Bridge,Bittensor,23515919.87906099,-0.2693553137568756,-6.876695885202835,0.0
Superform,UP,Yield Aggregator,"Ethereum, Base, Arbitrum, Polygon, Optimism, Linea, Blast, Binance, Avalanche, Fantom",23442481.667008463,0.09352088968212513,-4.905904289121779,0.0
Kodiak Islands,KDK,Liquidity Manager,Berachain,23377474.750179842,1.015099302888217,-33.7647295119112,0.0
xALGO Liquid Staking,FOLKS,Liquid Staking,Algorand,23314969.516478032,2.1017176309936048,-11.15484149954878,0.0
Wan Bridge,-,Bridge,"Cardano, Ethereum, Binance, Ripple, Optimism, Arbitrum, Bitcoin, Solana, Avalanche, Base, Polygon, Wanchain, X Layer, Metis, Blast, zkSync Era, Celo, Litecoin, Linea, Astar, Doge, Moonriver, XDC, Fantom, Op_Bnb, Moonbeam, Polygon zkEVM, Odyssey, OKExChain, FunctionX, Bitrock, Tron, Noble, Energi, Songbird, Telos",23254231.12531335,2.4987226309835364,-2.607955535631234,0.0
Rhea Dex,RHEA,Dexs,Near,23049134.194194276,-7.467343330907042,-19.096210958035613,0.0
T RIZE,RIZE,RWA,Base,23000000,0,0,0.0
Aerodrome Ignition,AERO,Launchpad,Base,22913620.261474717,1.1949618967097564,-2.127148814470587,0.0
Immutable zkEVM,IMX,Chain,Ethereum,22694639.141811233,1.642889540297503,-9.043734338037453,0.0
Minswap DEX,MIN,Dexs,Cardano,22617672.75932722,2.5895806438408755,-4.784074317943677,0.0
NodeDAO,-,Liquid Staking,Ethereum,22501933.715937372,3.571941182357534,-7.41441896223489,0.0
Folks Finance Lending,FOLKS,Lending,Algorand,22322555.216819033,2.245905845420566,-7.97246853080668,0.0
Swell Liquid Staking,SWELL,Liquid Staking,Ethereum,22006142.355183706,3.743146002115168,-8.124587362227658,0.0
OSL,-,CEX,"Solana, Ethereum, Polygon, Tron, Bitcoin, Avalanche, Binance, Ripple, Scroll, Doge, Litecoin, Injective, TON, Stellar",21856107.68747241,-2.3579035256196477,-16.703634848935835,0.0
Pharaoh V3,PHAR,Dexs,Avalanche,21634566.597111322,1.5935551277241444,3.9616285625195076,0.0
Predict Fun,-,Prediction Market,"Binance, Blast",21629630.48628644,0.3570068858893336,12.839563832039474,0.0
Velodrome V3,VELO,Dexs,"Ink, Optimism, Lisk, Unichain, Fraxtal, Celo, Soneium, Superseed, Mode, Swellchain",21578635.032598607,6.457993275582766,-0.11655700054343754,0.0
Templar Protocol,-,Lending,"Ethereum, Stellar, Bitcoin, Near, Zcash, Ripple, Solana, Cardano, Doge, Litecoin",21375157.67483299,2.3174939531996444,-18.05135834675663,0.0
Okcoin,-,CEX,"Bitcoin, Ethereum, Tron, Polygon, Avalanche, OKExChain",21172293.24157101,2.2039931293891755,-6.287541120249131,0.0
Orderly Bridge,ORDER,Bridge,"Solana, Ethereum, Binance, Berachain, Arbitrum, Base, Avalanche, Near, Optimism, Story, Polygon, Mode, Sei, Mantle, Sonic, Abstract, Morph",21098202.77523434,1.1012212111581903,-9.392384681618068,0.0
AFX Bridge,-,Derivatives,Arbitrum,21076137.742844064,1.2605205913252604,5.477646129939657,0.0
Connext,NEXT,Bridge,"Ethereum, Linea, Arbitrum, Base, Metis, Mode, xDai, Binance, Polygon, Optimism, Milkomeda, Evmos, Moonriver, Fantom, Moonbeam, Fuse, Cronos, Boba, Harmony, Avalanche",21040744.948792547,1.6687765558820047,-8.013088705216433,0.0
XSY,UTY,Basis Trading,Avalanche,20970972.380263906,0.0008675460976945715,-0.019621052390775162,0.0
Bluefin Spot,BLUE,Dexs,Sui,20935341.654760037,1.8334382084054255,29.461020753102474,0.0
Hibt,-,CEX,"Tron, Ethereum, Bitcoin",20933434.88630296,-1.646059321400699,3.251354122958901,0.0
Ekubo,EKUBO,Dexs,"Starknet, Ethereum",20678509.717346027,-6.501370722569362,-11.05306568927304,0.0
Vesta Equity,-,RWA,Algorand,20634337,,,0.0
Sophon Bridge,-,Canonical Bridge,Ethereum,20580994.38971365,-15.991543084938257,-29.91749817178693,0.0
Gravity by Galxe,G,Canonical Bridge,Ethereum,20482023.378780764,-17.84629281044782,26.801099041903058,0.0
RIF ON CHAIN,-,Dual-Token Stablecoin,RSK,20387956.435425844,-15.189906350391638,-32.32783978824013,0.0
Allbridge Core,-,Bridge,"Ethereum, Tron, Solana, Binance, Arbitrum, Base, Stellar, Polygon, Avalanche, Sui, Optimism, Celo, Unichain, Sonic",20327511.348882243,0.003986442571914495,-5.923416274539221,0.0
Manta Pacific,MANTA,Canonical Bridge,Ethereum,20272286.597276494,2.859532360491386,-5.667510504320887,0.0
Swell Liquid Restaking,SWELL,Liquid Restaking,Ethereum,20089634.135281023,3.2763242261693506,-15.232253197099269,0.0
Lazy Summer Protocol,SUMR,Yield Aggregator,"Ethereum, Base, Arbitrum, Sonic, Hyperliquid L1",19788575.773710787,1.3887674989899779,-3.909024375436317,0.0
Moonwell Vaults,WELL,Onchain Capital Allocator,"Base, Optimism",19740846.35361338,2.6520366235921244,2.723996673965871,0.0
Anthias Labs,-,Risk Curators,Base,19726723.38387149,2.5664604905208535,2.2651664522109485,0.0
BitVenus,-,CEX,"Ethereum, Bitcoin, Tron, Binance",19646330.803958226,4.9168001130264685,5.136405649730989,0.0
Vena Finance,-,Lending,Fluent,19642950.585037794,-1.1456534092391166,-11.03468147038862,0.0
BitU Protocol,-,CDP,Binance,19547798.502161056,,,0.0
Crypto.com Liquid Staking,-,Liquid Staking,"Cronos, Solana",19472401.112718403,2.381062426561215,-5.7729306442578405,0.0
nest CL,NEST,Dexs,Hyperliquid L1,19470030.852771614,4.340081287215597,-9.639804882631168,0.0
Fraxlend,FRAX,Lending,"Ethereum, Fraxtal, Arbitrum",19157193.240185175,2.071876163808767,-3.831541166812926,0.0
Across,ACX,Cross Chain Bridge,Ethereum,19155349.361224696,2.8142097681578946,-9.267793598103239,0.0
Mellow Restaking,-,Liquid Restaking,"Ethereum, Lisk, Binance, Monad, Fraxtal",19125144.346304543,0.0750830186053264,-8.904526367675075,0.0
UNCX Network V3,UNCX,Token Locker,"Ethereum, Base, Binance, Polygon, Arbitrum",19065723.330660496,2.6779501796488034,-5.412685598868492,0.0
Chamber Vaults,DHT,Indexes,"Base, Optimism, Polygon, Arbitrum, Hyperliquid L1, Ethereum, Plasma",19063111.705967292,1.5133979856962014,-2.3973894453916813,0.0
RockSolid Network,-,Yield,Ethereum,18998916.84967323,1.7960927863899485,-6.849667461789451,0.0
Wrapped,-,Bridge,"Ripple, Celo, Ethereum",18994614.96762063,4.2493375476299065,-7.257691301873351,0.0
YieldNest,YND,Onchain Capital Allocator,"Ethereum, Binance",18871845.427129883,1.522785235942493,-8.39687643352876,0.0
Merchant Moe Liquidity Book,MOE,Dexs,Mantle,18820958.418502968,0.4301121649961601,-9.816397093474677,0.0
PulseX V1,PLSX,Dexs,Pulse,18494900.319577225,-1.4157510210974067,-7.773155801697413,0.0
Agni Finance,-,Dexs,Mantle,18382168.42911916,1.055005813871574,-11.082446418484153,0.0
Metronome Synth,MET,Synthetics,"Ethereum, Base, Optimism",18203428.53305746,1.7313799061712984,-5.953832035601735,0.0
Chain Fusion,-,Decentralized BTC,"Bitcoin, Ethereum",18037152.36521378,2.507464847599877,-3.298717044831676,0.0
Inverse Finance FiRM,INV,CDP,Ethereum,18000736.085516877,0.11444225470353331,-12.367095181591424,0.0
Camelot V3,GRAIL,Dexs,"Arbitrum, Plume Mainnet, ApeChain, Superposition, Gravity, EDU Chain, Rari, Reya Network, Xai, Corn, DuckChain, WINR",17849642.777836073,-0.3645019367538964,-1.2437601115382506,0.0
Ankr,ANKR,Liquid Staking,"Ethereum, Flow, Binance, Avalanche, Polkadot, Fantom, xDai, Kusama",17835112.777986437,2.311074498930708,-6.443844777003633,0.0
Royco V2,-,Yield,"Ethereum, Avalanche, Arbitrum",17752178.20033838,-0.7179859230780465,-9.909008118944826,0.0
Feather,-,Risk Curators,"Sei, Celo, Klaytn",17591257.267059337,9.287324125610468,7.603350378268715,0.0
Youves,YOU,Synthetics,Tezos,17550282.436193008,-0.040134539778065914,-1.9450107866915403,0.0
SaucerSwap V2,SAUCE,Dexs,Hedera,17544697.188187487,0.47226994292599045,-7.8360909263647756,0.0
Mu Digital,-,RWA,Monad,17300516.11712077,0.02622869803769845,1.4808790044226612,0.0
Katana Pre-Launch,-,Farm,Ethereum,17232305.999611527,0.7140743681077311,-1.5067260499546222,0.0
Kodiak V3,KDK,Dexs,Berachain,17220619.34652613,0.8275316152274854,-5.5806865240245855,0.0
Quickswap V3,QUICK,Dexs,"Immutable zkEVM, Polygon, Manta, Soneium, Polygon zkEVM, X Layer, Dogechain, Astar zkEVM",17125737.303116314,0.20950454412742658,73.28146582454997,0.0
