name,symbol,category,chains,tvl,change_1d,change_7d,change_30d
Opal DeFi,GEM,Yield Aggregator,Ethereum,10.390928559000217,-0.009284378229807544,-0.018725718879736064,0.0
Novation,Nova,Lending,Blast,10.32342418647874,-0.32952190070732,-4.757351171132328,0.0
Interlay Collateral,INTR,Cross Chain Bridge,Interlay,10.272460510459066,3.501378562051144,-11.08421652387915,0.0
Metavault Binary Options,-,Options,Polygon,10.11295489686349,0.010194808047643278,-0.00046791588501093884,0.0
NetWeave Vaults,NEW,Yield,Mode,9.996937280146883,0.009477868653647192,0.007748128661958731,0.0
DogeClaw,CLAW,Gaming,OKExChain,9.995685825706461,0.05285683608056502,-0.08936642945334938,0.0
PRINT3R,-,Derivatives,"Mode, Base",9.818455284667829,0.009068186454143756,0.008204118747627831,0.0
AvoLend,AVO,Lending,Blast,9.658547889202739,,,0.0
zkBoost,ZKB,Launchpad,zkSync Era,9.196434665954225,-0.05228291930077944,-0.010170714310959283,0.0
Nusa,NUSA,Lending,"Binance, Lisk",9.065695313124507,,225.27828932993515,0.0
Bryan on Base,BRYAN,Farm,Base,9.025978287976937,0.5026876111326573,-7.466040595702964,0.0
Evolve eUSD,-,Yield Aggregator,Sei,8.936527323485803,-0.0037782759363693685,-0.006325492119202636,0.0
FutureSwap,FST,Derivatives,"Arbitrum, Ethereum, Avalanche",8.87975880561284,0.13796333408939176,-6.088378985586502,0.0
Fractit Fleet,FLEET,RWA,"Plume Mainnet, Botanix",8.799434273640854,-1.8396173158081837,-2.1739218471903,0.0
Lucky38,-,Luck Games,Base,8.763207449089913,0.014205059973065204,-0.002655691897459178,0.0
Nayms,NAYM,Insurance,"Ethereum, Base",8.662083874010419,0.020613882619954893,0.0016078150200939945,0.0
Lotto Run,-,Yield Lottery,Aptos,8.459736866610198,2.0825542463242925,-3.71098573615636,0.0
Hyperdrome,HDROME,Dexs,Hyperliquid L1,8.233256070403254,-49.15303199499477,-51.32912700150317,0.0
Polytrade,TRADE,Yield,Polygon,7.885086948560473,0.010194808047643278,-0.0004552375932291852,0.0
Windfall,-,Yield Lottery,"Blast, Canto",7.884814453956129,-0.7142735568378242,-2.0676230679618612,0.0
Durianfun Yield,-,Yield,Bitkub,7.8395017751993,-0.5530721395812037,-4.042112547426001,0.0
UtyabSwap,UTYAB,Dexs,TON,7.754875956303579,-0.8215192682068135,-2.4904143149203577,0.0
Equito Finance,-,Bridge,"Ethereum, Binance, Algorand",7.6009378036065405,0.4384795831500128,-7.160111727919599,0.0
OhMyCrypt,-,Dexs,Base,7.489341688548142,0.30761259476238934,-5.164102035434823,0.0
Nexion DEX,NEON,Dexs,Pulse,7.398910949315459,-0.05061381876451776,-0.4912351420797023,0.0
Musical Chairs,-,Gaming,"Arbitrum, Ethereum, Base",7.280168348769069,-0.09678201757120064,-7.9109210057502395,0.0
Warp Finance,-,Launchpad,Ethereum,7.262741900045214,1.038584481326339,-7.132288315882278,0.0
EcoDeFi,ESG,Lending,Binance,7.210547159795695,,,0.0
MAYZ Protocol,MAYZ,Indexes,Cardano,7.173421587461593,-3.9730107309661378,-1.9820284341376038,0.0
Xpert,XPR,Lending,"Base, Ink",7.145230832818841,-69.30878400228406,-99.96666375395395,0.0
Syncus,SYNC,Reserve Currency,"zkSync Era, Ethereum",7.142791007278259,-0.017172897055445446,-7.535123266789057,0.0
Purple Bridge DEX,-,Dexs,Polygon,7.0859095892,0.010306585356346432,-0.0003561504936158144,0.0
Axion Finance V3,-,Dexs,Taiko,7.08002178480093,,,0.0
HoneyPlay Liquid Staking,HONEY,Liquid Staking,Sui,7.049921215115179,3.6185404576095834,-3.008403579233587,0.0
Echo Movement Bridge,-,Bridge,Bitcoin,7.005423149894064,1.015088326981143,-4.864319953753011,0.0
Cork Phoenix,-,Insurance,Ethereum,6.968238870253735,-0.004361985049456507,-0.01555963404750571,0.0
TruFin Legacy Vaults,-,Liquid Staking,Ethereum,6.921839030782071,-0.11872642836409852,-9.131367807140265,0.0
BOB Gateway,BOB,Dexs,BOB,6.904237714619523,-0.4073959637172493,-3.676392112484379,0.0
DIEM Relay,DIEM,Yield,Base,6.847909693342496,0.004001167877774492,-0.012331269206882212,0.0
SkullSwap V2,SKULL,Dexs,Fantom,6.831581717780588,-7.742848329836633,-21.139476334340827,0.0
Inferno Swap,-,Dexs,Beam,6.642399254862693,,,0.0
CuanSwap,CUAN,Dexs,CORE,6.4684353065078275,0.21631533888684373,-2.7907752178770835,0.0
ORIO,-,Yield,Ethereum,6.421067760868186,1.521829519356828,-0.0761282238015184,0.0
CirclePacific,CIRCLE,Dexs,Manta,6.412009146697996,0.6279900322048206,-4.095470135588471,0.0
Earnifty,-,Yield Aggregator,Velas,6.213927165904189,5.6923530424878095,-19.796716739091636,0.0
Astrowar Finance,AWAR,Services,Harmony,6.202439308310163,,,0.0
PizzaX,PizzaX,Ponzi,Binance,6.057161003349262,1.051016190146271,-2.3823284856230913,0.0
Rage Trade v1,-,Yield,Arbitrum,6.00354,0.012927378121148081,0.08218570635530398,0.0
Orcus Finance,ORU,Algo-Stables,Astar,5.967523580639419,,,0.0
Dopin Protocol,-,Dexs,"Xphere, Taraxa",5.952788353278127,,,0.0
Size Lending,-,Lending,Base,5.934310928371495,0.029456401276405586,0.05286767136884407,0.0
LunaFi,LFI,Prediction Market,Polygon,5.853073750873432,0.3318001703651845,-7.649457096758695,0.0
BabyPig Finance,BABYPIG,Yield,Fantom,5.819995212492288,-8.65250065374083,-13.967311316638913,0.0
DropCopy,DROP,Prediction Market,Solana,5.8117025978937935,6.7387660682442885,3.4566418185745675,0.0
Rho Markets,-,Lending,Scroll,5.7089487246014725,0.2438208607379977,-7.6342781096772825,0.0
The Story of Draco,DRACO,Farm,Fantom,5.683402315650602,-4.583616841953614,-15.071533753181527,0.0
Paladin DAO,PAL,Reserve Currency,Binance,5.661296549140791,0.14172333516448532,-0.2166324643725943,0.0
Sigmao,-,Options Vault,Ergo,5.6341029258594055,-3.232708659738776,-4.385706372633763,0.0
Debets,-,Prediction Market,"Polygon, Fantom",5.623111048889162,0.6037368624590442,-5.175694564822649,0.0
EveryFinance,-,Indexes,"Ethereum, Binance, Polygon",5.613694326669808,,,0.0
Swivel Finance,-,Yield,Ethereum,5.492444022435884,,,0.0
Mjolnir Exchange,-,Derivatives,Hemi,5.449368456203892,1.5722233084733688,-0.2755894919036592,0.0
handle.fi Perps,FOREX,Derivatives,Arbitrum,5.415472895719273,0.025639540732839805,-7.721087344500702,0.0
Papa DAO,PAPA,Reserve Currency,Avalanche,5.396032976173494,2.3748618628977027,-1.5185745767707743,0.0
Lif3 Trade,LIF3,Derivatives,"Binance, Fantom",5.235521978183734,1.1880273717577836,-2.3958348283824904,0.0
Yaakoswap,-,Dexs,MTT Network,5.036123274392858,0.0016786162373705338,-0.049249702671900764,0.0
Velox DEX,-,Dexs,Base,5.023659994624008,0.34223047254282335,-3.870114421504809,0.0
Voodoo Trade Fantom,VMX,Derivatives,Fantom,4.975361264196361,-7.7777777777777715,-25.671709187217203,0.0
HyperLoan,-,Lending,BESC Hyperchain,4.938332846837014,10.299687826035282,-7.591062496270183,0.0
Morphex V2,MPX,Derivatives,"Binance, Fantom",4.934591816945245,0.30498762942481505,-1.9935120489940061,0.0
Crocodile Finance,CROC,Algo-Stables,Avalanche,4.860315674579969,0.012390048239140583,0.018589277772591117,0.0
Pencil Finance,-,RWA Lending,EDU Chain,4.8599840128295515,3.1551234482752477,6.059385773973176,0.0
Gaia DAO,GAIA,Reserve Currency,Avalanche,4.806101765696067,0.007933795026616508,0.006272308051833875,0.0
OctoPow Finance,OTP,Dexs,EthereumPoW,4.7332460458298415,-0.032923484681958826,-0.05779501718107838,0.0
Traddify Arbitrage,-,Yield Aggregator,Kava,4.730480609163768,1.3961640864867348,-8.468188680449998,0.0
KrokoSwap V2,-,Dexs,Kasplex,4.730395285453941,1.2712049448284688,-5.890590732036344,0.0
evently,-,Prediction Market,MegaETH,4.713507300294428,0.007666931326610893,-8.05219820227751,0.0
Fei Protocol,TRIBE,Algo-Stables,Ethereum,4.656399083457947,0.35016555789681547,-7.997004444222782,0.0
Ad-Astra Bridge,-,Bridge,Ethereum,4.626307056279324,0.01041569978154655,-0.002955296930437612,0.0
Tornadao,NADO,Reserve Currency,Avalanche,4.618175320528978,0.5800121109403449,-8.044777905495195,0.0
Hexaswap,HEXA,Dexs,Telos,4.493348298030797,60.88607004839528,62.25649414578572,0.0
WeStarter,WAR,Launchpad,Heco,4.447550145263054,,,0.0
Reax Swaps,REAX,Dexs,Mantle,4.400489110244996,,,0.0
NowSwap,-,Dexs,Ethereum,4.238295031825874,0.31892276887550963,-3.717599489266803,0.0
BlastNYAN,blNYAN,Farm,Blast,4.211628429718729,0.45942225998064146,-7.532188464785591,0.0
DumpEX,-,Farm,"xDai, Binance, Blast, Ethereum, Base, Optimism, Arbitrum, Linea, Polygon, Avalanche, Fantom",4.122023756942641,2.2370643491286444,-5.187944936118939,0.0
Kasava Dex,-,Dexs,Kava,4.048163093890808,1.965981115418856,-8.364881184837941,0.0
Nexion Predictions,NEON,Prediction Market,Pulse,4.034367857709563,-0.19538064699322888,-4.101307542591712,0.0
Argano,AGO,Synthetics,Polygon,3.9186784293160377,0.04720843183825707,-8.59751370536226,0.0
Arbor Finance,-,Lending,Ethereum,3.907842790409403,0.1603115240329771,-10.01942205162942,0.0
Starfish Liquid Staking,-,Liquid Staking,Astar,3.7979140886994385,-0.1071905619610618,-13.075463167336437,0.0
OcelotDex,-,Dexs,ZetaChain,3.7128985646425168,2.518793067171714,-0.00024218006396381497,0.0
PSY,-,CDP,Arbitrum,3.6625395671595276,1.2798151018138242,-7.621625104037207,0.0
Moth Finance,MOTH,Algo-Stables,Linea,3.5761544302369077,-0.04436839061642672,-3.402647172759913,0.0
Unilend V2,UFT,Lending,Ethereum,3.5728572358638475,,,0.0
Xmas Past,$XPAST,Farm,Fantom,3.564649931337561,-5.813821233370433,-14.478209137768289,0.0
Bitget bgBTC,-,Bridge,Bitcoin,3.4777966397507227,-0.23936743106578717,-5.3131767706467485,0.0
CSRfi,-,Yield,Canto,3.3042508084887894,-2.231625426767863,-4.160936773221508,0.0
Miner ERCX,MINER,Farm,"Ethereum, Base",3.227101950346027,3.9890409613731634,-12.519760278954223,0.0
Spade Finance,SPADE,Farm,Fantom,3.1110351691263314,,,0.0
Cronos Bet,CBET,Luck Games,Cronos,2.9810045226476696,0.08181935504340743,-6.271045541076674,0.0
Feeder Finance,FEED,Yield,"Fantom, Binance",2.963302284611766,-7.648054410465448,-24.430494961533185,0.0
Catton,CATTON,CDP,TON,2.9466463544449013,-0.1506648177489609,-0.4300672790154749,0.0
SageBet,-,Prediction Market,Arbitrum,2.9202504228543003,0.021519415533873598,0.10358414975166852,0.0
1Pulse,-,Dexs,Pulse,2.9039249488119974,1.5373769932356822,-1.9513275888278372,0.0
AntiHero Finance,ANTI,Lending,Arbitrum,2.845070725745267,,,0.0
Epoch Island,EPOCH,Farm,"Base, Ethereum, Arbitrum, Optimism",2.82813952572406,0.15981490311955326,-1.9680296855508885,0.0
PlsPrint,-,Staking Pool,Pulse,2.798607840791954,0.484488585328819,-3.6740567386131886,0.0
Ruby Finance,RUBY,Algo-Stables,Kava,2.6966412946648024,0.10120785936393872,-9.532250939286385,0.0
Caribou Finance,CARIBOU,Yield,Fantom,2.6715433158240502,-8.685659703287811,-24.125857410398496,0.0
Multi-Chain Miner,-,Ponzi,"Binance, Avalanche, Polygon, Fantom",2.607406766652979,0.8810266842324666,-5.208493093284659,0.0
Zircon Gamma,ZRG,Dexs,"Moonriver, Binance",2.54799199061806,,,0.0
GrokSwap,-,Dexs,Op_Bnb,2.538227520601589,2.030436298080545,-1.7066561381380723,0.0
Nexion Yield,NEON,Yield,Pulse,2.5329856146216563,0.4728612392142111,24.83859487588029,0.0
Nirvana V1,ANA,CDP,Solana,2.5133414945139996,,,0.0
Keel Finance,-,Yield,Ethereum,2.505422072759725,0.002931428172232131,-0.016405405184485744,0.0
Zenland,ZEN,Services,Ethereum,2.4966320852485655,0.01827285627298636,-0.04743442066813941,0.0
Bitlen Finance,-,Lending,"BSquared, CORE",2.490986479606887,-0.12132471624522623,-3.5378389725490393,0.0
Poseidollar,-,Algo-Stables,Sui,2.4800133675116576,0.009034943692668662,0.008060191963295438,0.0
Vesq,VESQ,Reserve Currency,Polygon,2.445195207557162,0.36226222578221723,0.1624725244395222,0.0
Liquify Protocol,-,Liquidity Automation,Radix,2.444825790495782,-1.992166580757285,-99.94576325875478,0.0
BayMax,BAYMAX,Derivatives,Avalanche,2.4065719192162187,0.614862672946586,-4.331104468739454,0.0
TempoDAO,TEMPO,Reserve Currency,Avalanche,2.290810112131978,-26.535666362864646,-59.48107990537576,0.0
Tesseract World,-,Dexs,Endurance,2.2727055131656893,0.0085863956470007,-0.006063350017171842,0.0
StableSwap,-,Dexs,Stable,2.1760854244923,0.020823060099758095,-0.042069714702023475,0.0
21.co,-,Bridge,"Ripple, Bitcoin, Doge, Binance, Cardano, Litecoin, Polkadot, Solana",2.1454511805043857,1.2619340989088528,-6.140310102896592,0.0
Themis Protocol,TMS,Lending,Arbitrum,2.1274740185476837,0.12495124402545343,-0.5063724365471103,0.0
LolPad Finance,-,Dexs,Scroll,2.0891748975922697,0.7124921593728999,-7.075801523423422,0.0
Zharta,-,NFT Lending,Ethereum,2.0545271878890716,0.22313726487419672,-6.788935700626297,0.0
The Don Finance,THEDON,Farm,Fantom,2.0484329509817134,-10.840445240384511,-25.209567510938143,0.0
ZKEX,-,Dexs,"Linea, Avalanche, Arbitrum, Binance, Op_Bnb, Polygon, Base, zkSync Era, Optimism",2.046812198870322,-0.07623665820281644,0.02682784919680614,0.0
Snail Finance,Snail,Lending,Base,2.0165163854085986,,,0.0
YFarmer,-,Risk Curators,Base,1.9994874766408273,0.009028335060207837,-0.007831544099559551,0.0
Hexal,HXL,Reserve Currency,Binance,1.9943028895137178,0.397285480975043,0.038015155763332587,0.0
Syde,-,Synthetics,TON,1.9926242159831549,-0.9546214980060057,-3.342743824023671,0.0
GxyPad,-,Dexs,zkSync Era,1.8988454344194756,-0.04997851742490411,-3.369627418406367,0.0
Chimeradex Swap,-,Dexs,"Scroll, Arbitrum",1.7993155097682831,0.5821477045262213,-3.707237131808256,0.0
Gasline Protocol,-,Liquidity Manager,"Blast, Binance",1.7451005087051932,-0.16233262819176275,-6.914222120094564,0.0
LND,-,Lending,"Sonic, Hyperliquid L1",1.709290598198339,,,0.0
Chad Finance,CHAD,Yield,Fantom,1.6896529607779631,,,0.0
ApplePie,Pie,Farm,Binance,1.6680739695585056,1.5595029055161405,-2.4692773158482453,0.0
Megaswap,MGS,Dexs,MegaETH,1.5789495484606735,1.34760994016996,-7.531614407871174,0.0
ArbiTen,ARBITEN,Algo-Stables,Arbitrum,1.5486549593876464,1.6727614630737548,-10.405972659697682,0.0
Base3D,B3D,Dexs,Base,1.530036742678908,3.1685526152352708,-7.605029683075827,0.0
LotusDex V2,-,Dexs,Mantra,1.4935722775537392,0.3391083807854187,-10.724263666848415,0.0
Suibets,-,Prediction Market,Sui,1.465791666809966,2.7889704545864333,-1.7728765172530814,0.0
SashimiDAO,SASHI,Reserve Currency,Avalanche,1.442948935326536,,,0.0
Rocky,-,CDP,Sei,1.3178507388915117,0.008361018590520075,0.0001959270366853616,0.0
Ringswap,RING,Farm,Sonic,1.2946480261811828,20.305102319768892,-7.92924171530376,0.0
Dexodus Finance,-,Derivatives,"Base, Cronos, Ethereum, Binance",1.2676907311209458,0.020830962873546355,-0.24148044541662728,0.0
SportBet,SBET,Prediction Market,EOS,1.2271730847283788,2.7511922080231557,-6.527315732076758,0.0
UniWswap AMM,UNIW,Dexs,EthereumPoW,1.220564729104268,0.3763499307859064,1.9134707766363732,0.0
Thrive On Mars,-,Gaming,Wax,1.2073504374120145,6.421060516718072,-5.1809380441239625,0.0
PMI Protocol,PMI,Indexes,Polygon,1.1997621497033741,0.00760392429724277,-0.002025200895218404,0.0
Ton4You,T4U,Options,TON,1.1751051276451352,-0.13179849047175196,-1.2375101175664582,0.0
Hodl Fox,-,Services,Mixin,1.16,,,0.0
HyperSafe,-,Launchpad,Base,1.1583113853293154,0.34356300260694184,-7.475977395571235,0.0
Pidao Finance,PID,Reserve Currency,Binance,1.1556351091826045,0.07632911308996881,0.06298126715738306,0.0
Bouje Finance,BOUJE,Yield,Fantom,1.1373962567332003,-5.146559323665727,-22.95636139758082,0.0
NGMI Zone,-,Luck Games,Neutron,1.1298046156743833,-0.6403498729879828,15.794412563729196,0.0
Miner PEPE,mPEPE,Ponzi,Binance,1.103003364155213,1.2541153179071074,-2.4974392128362126,0.0
ZenyDex,-,Lending,Base,1.102736369847946,0.9782002240982735,-7.008781322012055,0.0
Crovia NFT Marketplace,-,NFT Marketplace,Cronos,1.0992879567719063,1.5577448562034988,,0.0
Welnance,WEL,Chain,Binance,1.0884246988237178,,,0.0
SettleX V2,-,Dexs,Stable,1.0722714364131656,0.0325898370988682,-0.026180857751469944,0.0
Rikkei Finance,RIFI,Lending,Binance,1.0683314050232078,,,0.0
Fufuture Contract,-,Derivatives,"Base, ENI, Binance, Conflux, X Layer",1.0564003663652501,0.051265777665122414,0.07123504112587398,0.0
Infy Protocol,-,NFT Lending,"Polygon, Kava",1.0413523363230395,0.010194808047643278,-0.00046791588501093884,0.0
DONASWAP V2,-,Dexs,"Dogechain, Binance, Polygon, Base, CMP, Heco, CORE, Ethereum, Aurora, Palm, Fantom, Conflux, Avalanche, Kardia, Kava, Polygon zkEVM, Metis, Fuse, Linea, Celo, Flare, Kucoin, Arbitrum, ThunderCore, Astar, Moonbeam, Optimism, Moonriver, Fusion",1.0180186883660742,,,0.0
Usury Finance,-,Lending,"Mantle, Sonic",1.0030249371409692,,,0.0
Solayer USD,LAYER,RWA,Solana,1.0017462710109808,50006.2591169405,49996.27741605065,0.0
Vendor V1,-,Lending,"Arbitrum, Ethereum",1.001,,,0.0
Credix,-,RWA Lending,Solana,0.9997977244822829,0.009028335060207837,-0.03998188960295579,0.0
Tempest Capital,TEM,Lending,"Optimism, Base",0.972585515186958,,,0.0
Knightrade,-,Onchain Capital Allocator,"Arbitrum, Solana, Ethereum",0.9278246036208011,0.0850102464107465,-7.0803527556142285,0.0
BakedPotatoes,-,Yield,Dogechain,0.903454071369601,0.644074551938985,-9.851233414701738,0.0
Equation V2,EQU,Derivatives,Arbitrum,0.8752386340060117,-0.007585435563811416,-0.04472645654928442,0.0
Colors,-,Farm,Sonic,0.8710373504535348,2.27693925697821,-26.224841155190575,0.0
NODO,-,Prediction Market,"Celo, Polygon, Avalanche, Binance, Base",0.8443461787550387,0.03882545089911105,-0.04615098588645594,0.0
Vacus Finance,VCS,Yield Aggregator,Avalanche,0.8178986429013764,,,0.0
Dinotopia Finance,FOSSIL,Algo-Stables,Binance,0.7904522470069318,1.1019259456906951,-2.630360556826446,0.0
Peaky Finance,-,Derivatives,Binance,0.778704507736522,0.14172333516448532,-0.2166324643725659,0.0
BetterBank,ESTEEM,Lending,Pulse,0.7343116364339651,3.516865248028367,-4.626958147940613,0.0
Sapphire Mine,-,Yield,Polygon,0.7075232660933696,-0.12290120439706698,-9.155980020552263,0.0
TaiDog,TAIDOG,Yield,Taiko,0.6767882038015157,4.52302769857809,-97.44056630373404,0.0
Crack And Stack,-,Gaming,Taiko,0.6634391502533813,6.651015382968794,-20.75204253169079,0.0
Covo V1,COVO,Derivatives,Polygon,0.6162933626209163,1.5402375653084732,-6.286351758628513,0.0
Celeron,CEL,Yield Aggregator,"Berachain, Mode",0.6148991450202942,-0.4256210584933484,-2.387415673177955,0.0
Mystic Finance myPLUME,-,Liquid Staking,Plume Mainnet,0.6080127372349949,4.269956845469025,16.633248785251283,0.0
ArbiCheems,CHEEMS,Yield,Arbitrum,0.6046101205232682,,,0.0
Beralis V3,BLIS,Dexs,Berachain,0.5558341001650016,,,0.0
Defidash Agent,DEFIDASH,Telegram Bot,Base,0.5544208376357586,0.34356300260694184,-7.475977395571206,0.0
Rotera,ROTA,Stablecoin Wrapper,Base,0.5534716801047397,0.02270832980535431,0.055723399861904,0.0
Corepilot,-,Liquid Staking,CORE,0.5461875380703618,-2.0852419684591723,-8.812224583030002,0.0
WarpX V2,-,Dexs,MegaETH,0.5385476341492488,0.7691594427084283,-7.721932843365082,0.0
Fuzion Plasma,FUZN,Services,Kujira,0.5259026459236408,4.601149382670073,-7.428984484283745,0.0
PowSea,SEA,Dexs,EthereumPoW,0.524786815639472,0.13865879461975794,0.014383170744892482,0.0
Alyx finance,ALYX,Reserve Currency,Binance,0.48928807768422106,2.5969815189870786,-4.504721995451192,0.0
Hectagon,HECTA,Services,Binance,0.4878814492470169,0.14172333516448532,-0.11159142121908872,0.0
FTM Frens,FRENS,Yield,Fantom,0.47005143604703054,-9.042542092886862,-28.369252080329062,0.0
AmplifyFinance,-,Yield,Ethereum,0.46552395137433517,1.2545881192589405,-7.363712526484733,0.0
Maximizer,MAXI,Reserve Currency,Avalanche,0.45727932500696494,,,0.0
xBank Finance,-,Lending,zkSync Era,0.451096454607,,,0.0
DeepSeaDAO,SEA,Reserve Currency,Avalanche,0.44684636790337295,,,0.0
Grappa Finance,-,Options Vault,Ethereum,0.4467488997933995,0.00649565730863344,0.003012213995461366,0.0
TempleDAO,TEMPLE,Reserve Currency,Ethereum,0.4444385905285443,2.96806962309563,-6.433625562519111,0.0
Nemesis DAO,NMS,Reserve Currency,Binance,0.4434734149452173,-0.3305083247137759,-0.10595443883293854,0.0
OCTOplace,GLCR,NFT Marketplace,"Theta, Kava",0.4321197474590772,2.488811143332171,-4.035952997473856,0.0
